cycle,Heterozygosity
1,4.86564e-05
101,0.00490684
201,0.00952181
301,0.0138538
401,0.0178159
501,0.0216543
601,0.0253157
701,0.0290096
801,0.0324214
901,0.035507
1001,0.0383466
1101,0.0409678
1201,0.0438191
1301,0.0463296
1401,0.048972
1501,0.0511807
1601,0.053413
1701,0.0550491
1801,0.056764
1901,0.058241
2001,0.0602233
2101,0.0615449
2201,0.0631539
2301,0.0645116
2401,0.0658052
2501,0.0668191
2601,0.0681636
2701,0.0692933
2801,0.0706703
2901,0.071596
3001,0.072429
3101,0.073464
3201,0.0740852
3301,0.0748201
3401,0.0755482
3501,0.0761956
3601,0.0770539
3701,0.0775438
3801,0.0780852
3901,0.07904
4001,0.0794509
4101,0.0800028
4201,0.0809466
4301,0.0815414
4401,0.0819413
4501,0.0822956
4601,0.0832488
4701,0.0834454
4801,0.0841842
4901,0.0844746
5001,0.0849275
5101,0.0852532
5201,0.0854816
5301,0.0858183
5401,0.0861316
5501,0.0867165
5601,0.0868594
5701,0.0869638
5801,0.0868026
5901,0.0867309
6001,0.0868412
6101,0.0871908
6201,0.0872275
6301,0.0872289
6401,0.0871825
6501,0.087214
6601,0.0876799
6701,0.0880842
6801,0.0884634
6901,0.0884432
7001,0.0885479
7101,0.0888696
7201,0.0889998
7301,0.088874
7401,0.0890839
7501,0.0890851
7601,0.0889167
7701,0.0887385
7801,0.088489
7901,0.0887812
8001,0.0886705
8101,0.0886951
8201,0.0890091
8301,0.0894239
8401,0.0896145
8501,0.0895668
8601,0.0892632
8701,0.0893391
8801,0.0889779
8901,0.0887567
9001,0.0889563
9101,0.0890517
9201,0.0891457
9301,0.0890004
9401,0.0894446
9501,0.0888526
9601,0.088754
9701,0.0889249
9801,0.0893003
9901,0.0891312
10001,0.0892598
10101,0.0891349
10201,0.0892627
10301,0.0894401
10401,0.0892089
10501,0.0890394
10601,0.0892585
10701,0.0896781
10801,0.089686
10901,0.0891579
11001,0.0889279
11101,0.089048
11201,0.0893463
11301,0.0894629
11401,0.0894686
11501,0.0893394
11601,0.089476
11701,0.0897685
11801,0.0896405
11901,0.0900456
12001,0.0895718
12101,0.0898196
12201,0.0899326
12301,0.0904201
12401,0.0903163
12501,0.0899898
12601,0.0906726
12701,0.0905714
12801,0.0906725
12901,0.090495
13001,0.0904032
13101,0.0908527
13201,0.0909187
13301,0.0912614
13401,0.0912544
13501,0.0915626
13601,0.0913825
13701,0.0912447
13801,0.0909062
13901,0.0911263
14001,0.0906742
14101,0.0898101
14201,0.0900981
14301,0.0901464
14401,0.0906534
14501,0.0907167
14601,0.0907875
14701,0.0905426
14801,0.0900949
14901,0.0898455
15001,0.0894974
15101,0.0897492
15201,0.0895349
15301,0.0895211
15401,0.0894723
15501,0.0895841
15601,0.0894189
15701,0.0897753
15801,0.0899536
15901,0.0903707
16001,0.0899673
16101,0.0896599
16201,0.0899456
16301,0.0902168
16401,0.0901673
16501,0.0904442
16601,0.0905429
16701,0.090579
16801,0.0903753
16901,0.0903224
17001,0.0901482
17101,0.0906248
17201,0.0903463
17301,0.0907621
17401,0.0906827
17501,0.0904251
17601,0.0907832
17701,0.090623
17801,0.0903813
17901,0.0904176
18001,0.090429
18101,0.0904013
18201,0.0902845
18301,0.0902323
18401,0.0899962
18501,0.0898332
18601,0.0898247
18701,0.0897084
18801,0.0897038
18901,0.0898944
19001,0.0897963
19101,0.0899205
19201,0.0902251
19301,0.0900743
19401,0.0902678
19501,0.0906638
19601,0.0909227
19701,0.0909307
19801,0.0908458
19901,0.0905981
20001,0.090407
20101,0.0902549
20201,0.0900703
20301,0.0902684
20401,0.0906165
20501,0.0906586
20601,0.0904942
20701,0.0908295
20801,0.090547
20901,0.0906551
21001,0.0906641
21101,0.0909398
21201,0.091088
21301,0.0908503
21401,0.0911634
21501,0.0917099
21601,0.0911089
21701,0.09068
21801,0.0902798
21901,0.0904906
22001,0.0903766
22101,0.0906445
22201,0.0907249
22301,0.0910035
22401,0.0913362
22501,0.0916072
22601,0.0917581
